accessibility.chat.tts.says,chat.type.text.narrate
tile.shulkerBoxYellow.name,block.minecraft.yellow_shulker_box
tile.shulkerBoxLime.name,block.minecraft.lime_shulker_box
tile.shulkerBoxPink.name,block.minecraft.pink_shulker_box
tile.shulkerBoxGray.name,block.minecraft.gray_shulker_box
tile.shulkerBoxSilver.name,block.minecraft.light_gray_shulker_box
tile.shulkerBoxCyan.name,block.minecraft.cyan_shulker_box
tile.shulkerBoxPurple.name,block.minecraft.purple_shulker_box
tile.shulkerBoxBlue.name,block.minecraft.blue_shulker_box
tile.shulkerBoxBrown.name,block.minecraft.brown_shulker_box
tile.shulkerBoxGreen.name,block.minecraft.green_shulker_box
tile.shulkerBoxRed.name,block.minecraft.red_shulker_box
tile.shulkerBoxBlack.name,block.minecraft.black_shulker_box
tile.shulkerBox.name,container.shulkerBox
tile.chorus_flower.name,block.minecraft.chorus_flower
tile.chorus_plant.name,block.minecraft.chorus_plant
tile.stained_glass.white.name,block.minecraft.white_stained_glass
tile.stained_glass.silver.name,block.minecraft.light_gray_stained_glass
tile.stained_glass.gray.name,block.minecraft.gray_stained_glass
tile.stained_glass.black.name,block.minecraft.black_stained_glass
tile.stained_glass.brown.name,block.minecraft.brown_stained_glass
tile.stained_glass.red.name,block.minecraft.red_stained_glass
tile.stained_glass.orange.name,block.minecraft.orange_stained_glass
tile.stained_glass.yellow.name,block.minecraft.yellow_stained_glass
tile.stained_glass.lime.name,block.minecraft.lime_stained_glass
tile.stained_glass.green.name,block.minecraft.green_stained_glass
tile.stained_glass.cyan.name,block.minecraft.cyan_stained_glass
tile.stained_glass.light_blue.name,block.minecraft.light_blue_stained_glass
tile.stained_glass.blue.name,block.minecraft.blue_stained_glass
tile.stained_glass.purple.name,block.minecraft.purple_stained_glass
tile.stained_glass.magenta.name,block.minecraft.magenta_stained_glass
tile.stained_glass.pink.name,block.minecraft.pink_stained_glass
tile.stained_glass_pane.white.name,block.minecraft.white_stained_glass_pane
tile.stained_glass_pane.silver.name,block.minecraft.light_gray_stained_glass_pane
tile.stained_glass_pane.gray.name,block.minecraft.gray_stained_glass_pane
tile.stained_glass_pane.black.name,block.minecraft.black_stained_glass_pane
tile.stained_glass_pane.brown.name,block.minecraft.brown_stained_glass_pane
tile.stained_glass_pane.red.name,block.minecraft.red_stained_glass_pane
tile.stained_glass_pane.orange.name,block.minecraft.orange_stained_glass_pane
tile.stained_glass_pane.yellow.name,block.minecraft.yellow_stained_glass_pane
tile.stained_glass_pane.lime.name,block.minecraft.lime_stained_glass_pane
tile.stained_glass_pane.green.name,block.minecraft.green_stained_glass_pane
tile.stained_glass_pane.cyan.name,block.minecraft.cyan_stained_glass_pane
tile.stained_glass_pane.light_blue.name,block.minecraft.light_blue_stained_glass_pane
tile.stained_glass_pane.blue.name,block.minecraft.blue_stained_glass_pane
tile.stained_glass_pane.purple.name,block.minecraft.purple_stained_glass_pane
tile.stained_glass_pane.magenta.name,block.minecraft.magenta_stained_glass_pane
tile.stained_glass_pane.pink.name,block.minecraft.pink_stained_glass_pane
tile.hardened_clay.name,block.minecraft.terracotta
tile.stained_hardened_clay.black.name,block.minecraft.black_terracotta
tile.stained_hardened_clay.blue.name,block.minecraft.blue_terracotta
tile.stained_hardened_clay.brown.name,block.minecraft.brown_terracotta
tile.stained_hardened_clay.cyan.name,block.minecraft.cyan_terracotta
tile.stained_hardened_clay.gray.name,block.minecraft.gray_terracotta
tile.stained_hardened_clay.green.name,block.minecraft.green_terracotta
tile.stained_hardened_clay.lightBlue.name,block.minecraft.light_blue_terracotta
tile.stained_hardened_clay.lime.name,block.minecraft.lime_terracotta
tile.stained_hardened_clay.magenta.name,block.minecraft.magenta_terracotta
tile.stained_hardened_clay.name,block.minecraft.terracotta
tile.stained_hardened_clay.orange.name,block.minecraft.orange_terracotta
tile.stained_hardened_clay.pink.name,block.minecraft.pink_terracotta
tile.stained_hardened_clay.purple.name,block.minecraft.purple_terracotta
tile.stained_hardened_clay.red.name,block.minecraft.red_terracotta
tile.stained_hardened_clay.silver.name,block.minecraft.light_gray_terracotta
tile.stained_hardened_clay.white.name,block.minecraft.white_terracotta
tile.stained_hardened_clay.yellow.name,block.minecraft.yellow_terracotta
tile.structure_block.name,block.minecraft.structure_block
tile.structure_void.name,block.minecraft.structure_void
tile.wool.black.name,block.minecraft.black_wool
tile.wool.blue.name,block.minecraft.blue_wool
tile.wool.brown.name,block.minecraft.brown_wool
tile.wool.cyan.name,block.minecraft.cyan_wool
tile.wool.gray.name,block.minecraft.gray_wool
tile.wool.green.name,block.minecraft.green_wool
tile.wool.lightBlue.name,block.minecraft.light_blue_wool
tile.wool.lime.name,block.minecraft.lime_wool
tile.wool.magenta.name,block.minecraft.magenta_wool
tile.wool.orange.name,block.minecraft.orange_wool
tile.wool.pink.name,block.minecraft.pink_wool
tile.wool.purple.name,block.minecraft.purple_wool
tile.wool.red.name,block.minecraft.red_wool
tile.wool.silver.name,block.minecraft.light_gray_wool
tile.wool.white.name,block.minecraft.white_wool
tile.wool.yellow.name,block.minecraft.yellow_wool
tile.cobblestone_wall.mossy.name,block.minecraft.mossy_cobblestone_wall
tile.cobblestone_wall.normal.name,block.minecraft.cobblestone_wall
tile.cobblestone_wall.granite.name,block.minecraft.granite_wall
tile.cobblestone_wall.diorite.name,block.minecraft.diorite_wall
tile.cobblestone_wall.andesite.name,block.minecraft.andesite_wall
tile.cobblestone_wall.sandstone.name,block.minecraft.sandstone_wall
tile.cobblestone_wall.brick.name,block.minecraft.brick_wall
tile.cobblestone_wall.stone_brick.name,block.minecraft.stone_brick_wall
tile.cobblestone_wall.mossy_stone_brick.name,block.minecraft.mossy_stone_brick_wall
tile.cobblestone_wall.nether_brick.name,block.minecraft.nether_brick_wall
tile.cobblestone_wall.end_brick.name,block.minecraft.end_stone_brick_wall
tile.cobblestone_wall.prismarine.name,block.minecraft.prismarine_wall
tile.cobblestone_wall.red_sandstone.name,block.minecraft.red_sandstone_wall
tile.cobblestone_wall.red_nether_brick.name,block.minecraft.red_nether_brick_wall
tile.cocoa.name,block.minecraft.cocoa
tile.command_block.name,block.minecraft.command_block
tile.composter.name,block.minecraft.composter
tile.repeating_command_block.name,block.minecraft.repeating_command_block
tile.chain_command_block.name,block.minecraft.chain_command_block
tile.darkOakFence.name,block.minecraft.dark_oak_fence
tile.dark_oak_fence_gate.name,block.minecraft.dark_oak_fence_gate
tile.deadbush.name,block.minecraft.dead_bush
tile.detector_rail.name,block.minecraft.detector_rail
tile.dirt.coarse.name,block.minecraft.coarse_dirt
tile.dirt.default.name,block.minecraft.dirt
tile.dirt.name,block.minecraft.dirt
tile.podzol.name,block.minecraft.podzol
tile.purpur_block.default.name,block.minecraft.purpur_block
tile.purpur_block.lines.name,block.minecraft.purpur_pillar
tile.dispenser.name,container.dispenser
tile.iron_door.name,block.minecraft.iron_door
tile.double_plant.fern.name,block.minecraft.large_fern
tile.double_plant.paeonia.name,block.minecraft.peony
tile.double_plant.rose.name,block.minecraft.rose_bush
tile.double_plant.sunflower.name,block.minecraft.sunflower
tile.double_plant.syringa.name,block.minecraft.lilac
tile.dragon_egg.name,block.minecraft.dragon_egg
tile.dropper.name,container.dropper
tile.enderChest.name,container.enderchest
tile.end_portal_frame.name,block.minecraft.end_portal_frame
tile.farmland.name,block.minecraft.farmland
tile.fletching_table.name,block.minecraft.fletching_table
tile.fence.name,block.minecraft.oak_fence
tile.fence_gate.name,block.minecraft.oak_fence_gate
tile.iron_bars.name,block.minecraft.iron_bars
tile.fire.name,painting.minecraft.fire.title
tile.yellow_flower.dandelion.name,block.minecraft.dandelion
tile.crimson_roots.crimsonRoots.name,block.minecraft.crimson_roots
tile.warped_roots.warpedRoots.name,block.minecraft.warped_roots
tile.red_flower.allium.name,block.minecraft.allium
tile.red_flower.blueOrchid.name,block.minecraft.blue_orchid
tile.red_flower.cornflower.name,block.minecraft.cornflower
tile.red_flower.houstonia.name,block.minecraft.azure_bluet
tile.red_flower.lilyOfTheValley.name,block.minecraft.lily_of_the_valley
tile.red_flower.oxeyeDaisy.name,block.minecraft.oxeye_daisy
tile.red_flower.poppy.name,block.minecraft.poppy
tile.red_flower.tulipOrange.name,block.minecraft.orange_tulip
tile.red_flower.tulipPink.name,block.minecraft.pink_tulip
tile.red_flower.tulipRed.name,block.minecraft.red_tulip
tile.red_flower.tulipWhite.name,block.minecraft.white_tulip
tile.wither_rose.name,block.minecraft.wither_rose
tile.furnace.name,container.furnace
tile.glass.name,block.minecraft.glass
tile.golden_rail.name,block.minecraft.powered_rail
tile.grass.name,block.minecraft.grass_block
tile.grass_path.name,block.minecraft.dirt_path
tile.gravel.name,block.minecraft.gravel
tile.hay_block.name,block.minecraft.hay_block
tile.netherrack.name,block.minecraft.netherrack
tile.soul_sand.name,block.minecraft.soul_sand
tile.hopper.name,block.minecraft.hopper
tile.ice.name,block.minecraft.ice
tile.packed_ice.name,block.minecraft.packed_ice
tile.blue_ice.name,block.minecraft.blue_ice
tile.frosted_ice.name,block.minecraft.frosted_ice
tile.iron_trapdoor.name,block.minecraft.iron_trapdoor
tile.jukebox.name,block.minecraft.jukebox
tile.jungleFence.name,block.minecraft.jungle_fence
tile.jungle_fence_gate.name,block.minecraft.jungle_fence_gate
tile.ladder.name,block.minecraft.ladder
tile.flowing_lava.name,block.minecraft.lava
tile.lava.name,block.minecraft.lava
tile.leaves.acacia.name,block.minecraft.acacia_leaves
tile.leaves2.acacia.name,block.minecraft.acacia_leaves
tile.leaves.big_oak.name,block.minecraft.dark_oak_leaves
tile.leaves2.big_oak.name,block.minecraft.dark_oak_leaves
tile.leaves.birch.name,block.minecraft.birch_leaves
tile.leaves.jungle.name,block.minecraft.jungle_leaves
tile.leaves.oak.name,block.minecraft.oak_leaves
tile.leaves.spruce.name,block.minecraft.spruce_leaves
tile.lever.name,block.minecraft.lever
tile.glowstone.name,block.minecraft.glowstone
tile.glow_lichen.name,block.minecraft.glow_lichen
tile.lightning_rod.name,block.minecraft.lightning_rod
tile.lit_pumpkin.name,block.minecraft.jack_o_lantern
tile.log.acacia.name,block.minecraft.acacia_log
tile.log.big_oak.name,block.minecraft.dark_oak_log
tile.log.birch.name,block.minecraft.birch_log
tile.log.jungle.name,block.minecraft.jungle_log
tile.log.oak.name,block.minecraft.oak_log
tile.log.spruce.name,block.minecraft.spruce_log
tile.magma.name,block.minecraft.magma_block
tile.melon_block.name,block.minecraft.melon
tile.mob_spawner.name,block.minecraft.spawner
tile.monster_egg.cobble.name,block.minecraft.infested_cobblestone
tile.monster_egg.name,block.minecraft.infested_stone
tile.monster_egg.stone.name,block.minecraft.infested_stone
tile.noteblock.name,block.minecraft.note_block
tile.mycelium.name,block.minecraft.mycelium
tile.nether_brick_fence.name,block.minecraft.nether_brick_fence
tile.quartz_ore.name,block.minecraft.nether_quartz_ore
tile.nether_wart.name,item.minecraft.nether_wart
tile.nether_wart_block.name,block.minecraft.nether_wart_block
tile.warped_wart_block.name,block.minecraft.warped_wart_block
tile.unlit_redstone_torch.name,block.minecraft.redstone_torch
tile.redstone_torch.name,block.minecraft.redstone_torch
tile.soul_torch.name,block.minecraft.soul_torch
tile.obsidian.name,block.minecraft.obsidian
tile.coal_ore.name,block.minecraft.coal_ore
tile.diamond_ore.name,block.minecraft.diamond_ore
tile.emerald_ore.name,block.minecraft.emerald_ore
tile.gold_ore.name,block.minecraft.gold_ore
tile.iron_ore.name,block.minecraft.iron_ore
tile.copper_ore.name,block.minecraft.copper_ore
tile.lapis_ore.name,block.minecraft.lapis_ore
tile.redstone_ore.name,block.minecraft.redstone_ore
tile.observer.name,block.minecraft.observer
tile.piston.name,block.minecraft.piston
tile.sticky_piston.name,block.minecraft.sticky_piston
tile.potatoes.name,block.minecraft.potatoes
tile.stone_pressure_plate.name,block.minecraft.stone_pressure_plate
tile.wooden_pressure_plate.name,block.minecraft.oak_pressure_plate
tile.acacia_pressure_plate.name,block.minecraft.acacia_pressure_plate
tile.birch_pressure_plate.name,block.minecraft.birch_pressure_plate
tile.dark_oak_pressure_plate.name,block.minecraft.dark_oak_pressure_plate
tile.jungle_pressure_plate.name,block.minecraft.jungle_pressure_plate
tile.spruce_pressure_plate.name,block.minecraft.spruce_pressure_plate
tile.prismarine.bricks.name,block.minecraft.prismarine_bricks
tile.prismarine.dark.name,block.minecraft.dark_prismarine
tile.prismarine.rough.name,block.minecraft.prismarine
tile.pumpkin.name,block.minecraft.pumpkin
tile.pumpkin_stem.name,block.minecraft.pumpkin_stem
tile.quartz_block.chiseled.name,block.minecraft.chiseled_quartz_block
tile.quartz_block.default.name,block.minecraft.quartz_block
tile.quartz_block.smooth.name,block.minecraft.smooth_quartz
tile.quartz_block.name,block.minecraft.quartz_block
tile.rail.name,block.minecraft.rail
tile.red_mushroom.name,block.minecraft.red_mushroom
tile.crimson_fungus.name,block.minecraft.crimson_fungus
tile.warped_fungus.name,block.minecraft.warped_fungus
tile.red_mushroom_block.name,block.minecraft.red_mushroom_block
tile.red_sandstone.chiseled.name,block.minecraft.chiseled_red_sandstone
tile.red_sandstone.default.name,block.minecraft.red_sandstone
tile.red_sandstone.name,block.minecraft.red_sandstone
tile.red_sandstone.smooth.name,block.minecraft.smooth_red_sandstone
tile.red_sandstone.cut.name,block.minecraft.cut_red_sandstone
tile.redstone_wire.name,item.minecraft.redstone
tile.redstone_lamp.name,block.minecraft.redstone_lamp
tile.reeds.name,block.minecraft.sugar_cane
tile.sand.default.name,block.minecraft.sand
tile.sand.name,block.minecraft.sand
tile.sand.red.name,block.minecraft.red_sand
tile.sandstone.chiseled.name,block.minecraft.chiseled_sandstone
tile.sandstone.default.name,block.minecraft.sandstone
tile.sandstone.name,block.minecraft.sandstone
tile.sandstone.smooth.name,block.minecraft.smooth_sandstone
tile.sandstone.cut.name,block.minecraft.cut_sandstone
tile.sapling.acacia.name,block.minecraft.acacia_sapling
tile.sapling.big_oak.name,block.minecraft.dark_oak_sapling
tile.sapling.birch.name,block.minecraft.birch_sapling
tile.sapling.jungle.name,block.minecraft.jungle_sapling
tile.sapling.oak.name,block.minecraft.oak_sapling
tile.sapling.spruce.name,block.minecraft.spruce_sapling
tile.seaLantern.name,block.minecraft.sea_lantern
tile.standing_sign.name,item.minecraft.sign
tile.spruce_standing_sign.name,block.minecraft.spruce_sign
tile.birch_standing_sign.name,block.minecraft.birch_sign
tile.jungle_standing_sign.name,block.minecraft.jungle_sign
tile.acacia_standing_sign.name,block.minecraft.acacia_sign
tile.darkoak_standing_sign.name,block.minecraft.dark_oak_sign
tile.slime.name,block.minecraft.slime_block
tile.snow.name,block.minecraft.snow
tile.sponge.dry.name,block.minecraft.sponge
tile.sponge.wet.name,block.minecraft.wet_sponge
tile.spruceFence.name,block.minecraft.spruce_fence
tile.spruce_fence_gate.name,block.minecraft.spruce_fence_gate
tile.brick_stairs.name,block.minecraft.brick_stairs
tile.nether_brick_stairs.name,block.minecraft.nether_brick_stairs
tile.quartz_stairs.name,block.minecraft.quartz_stairs
tile.smooth_quartz_stairs.name,block.minecraft.smooth_quartz_stairs
tile.red_sandstone_stairs.name,block.minecraft.red_sandstone_stairs
tile.sandstone_stairs.name,block.minecraft.sandstone_stairs
tile.stone_stairs.name,block.minecraft.cobblestone_stairs
tile.normal_stone_stairs.name,block.minecraft.stone_stairs
tile.stone_brick_stairs.name,block.minecraft.stone_brick_stairs
tile.oak_stairs.name,block.minecraft.oak_stairs
tile.acacia_stairs.name,block.minecraft.acacia_stairs
tile.birch_stairs.name,block.minecraft.birch_stairs
tile.dark_oak_stairs.name,block.minecraft.dark_oak_stairs
tile.jungle_stairs.name,block.minecraft.jungle_stairs
tile.spruce_stairs.name,block.minecraft.spruce_stairs
tile.purpur_stairs.name,block.minecraft.purpur_stairs
tile.prismarine_stairs.name,block.minecraft.prismarine_stairs
tile.dark_prismarine_stairs.name,block.minecraft.dark_prismarine_stairs
tile.prismarine_bricks_stairs.name,block.minecraft.prismarine_brick_stairs
tile.granite_stairs.name,block.minecraft.granite_stairs
tile.diorite_stairs.name,block.minecraft.diorite_stairs
tile.andesite_stairs.name,block.minecraft.andesite_stairs
tile.polished_granite_stairs.name,block.minecraft.polished_granite_stairs
tile.polished_diorite_stairs.name,block.minecraft.polished_diorite_stairs
tile.polished_andesite_stairs.name,block.minecraft.polished_andesite_stairs
tile.mossy_stone_brick_stairs.name,block.minecraft.mossy_stone_brick_stairs
tile.smooth_red_sandstone_stairs.name,block.minecraft.smooth_red_sandstone_stairs
tile.smooth_sandstone_stairs.name,block.minecraft.smooth_sandstone_stairs
tile.end_brick_stairs.name,block.minecraft.end_stone_brick_stairs
tile.mossy_cobblestone_stairs.name,block.minecraft.mossy_cobblestone_stairs
tile.red_nether_brick_stairs.name,block.minecraft.red_nether_brick_stairs
tile.smooth_stone.name,block.minecraft.smooth_stone
tile.standing_banner.black.name,block.minecraft.black_banner
tile.standing_banner.blue.name,block.minecraft.blue_banner
tile.standing_banner.brown.name,block.minecraft.brown_banner
tile.standing_banner.cyan.name,block.minecraft.cyan_banner
tile.standing_banner.gray.name,block.minecraft.gray_banner
tile.standing_banner.green.name,block.minecraft.green_banner
tile.standing_banner.lightBlue.name,block.minecraft.light_blue_banner
tile.standing_banner.lime.name,block.minecraft.lime_banner
tile.standing_banner.magenta.name,block.minecraft.magenta_banner
tile.standing_banner.orange.name,block.minecraft.orange_banner
tile.standing_banner.pink.name,block.minecraft.pink_banner
tile.standing_banner.purple.name,block.minecraft.purple_banner
tile.standing_banner.red.name,block.minecraft.red_banner
tile.standing_banner.silver.name,block.minecraft.light_gray_banner
tile.standing_banner.yellow.name,block.minecraft.yellow_banner
tile.stone.andesite.name,block.minecraft.andesite
tile.stone.andesiteSmooth.name,block.minecraft.polished_andesite
tile.stone.diorite.name,block.minecraft.diorite
tile.stone.dioriteSmooth.name,block.minecraft.polished_diorite
tile.stone.granite.name,block.minecraft.granite
tile.stone.graniteSmooth.name,block.minecraft.polished_granite
tile.stone.stone.name,block.minecraft.stone
tile.cobblestone.name,block.minecraft.cobblestone
tile.stonebrick.chiseled.name,block.minecraft.chiseled_stone_bricks
tile.stonebrick.cracked.name,block.minecraft.cracked_stone_bricks
tile.stonebrick.default.name,block.minecraft.stone_bricks
tile.stonebrick.mossy.name,block.minecraft.mossy_stone_bricks
tile.stonebrick.name,block.minecraft.stone_bricks
tile.stonecutter.name,container.stonecutter
tile.stonecutter_block.name,container.stonecutter
tile.mossy_cobblestone.name,block.minecraft.mossy_cobblestone
tile.double_stone_slab.cobble.name,block.minecraft.cobblestone_slab
tile.double_stone_slab.name,block.minecraft.stone_slab
tile.double_stone_slab.nether_brick.name,block.minecraft.nether_brick_slab
tile.double_stone_slab.quartz.name,block.minecraft.quartz_slab
tile.double_stone_slab.sand.name,block.minecraft.sandstone_slab
tile.double_stone_slab.stone.name,block.minecraft.stone_slab
tile.stone_slab.name,block.minecraft.stone_slab
tile.stone_slab.cobble.name,block.minecraft.cobblestone_slab
tile.stone_slab.stone.name,block.minecraft.smooth_stone_slab
tile.stone_slab.nether_brick.name,block.minecraft.nether_brick_slab
tile.stone_slab.quartz.name,block.minecraft.quartz_slab
tile.stone_slab.sand.name,block.minecraft.sandstone_slab
tile.double_stone_slab2.red_sandstone.name,block.minecraft.red_sandstone_slab
tile.stone_slab2.red_sandstone.name,block.minecraft.red_sandstone_slab
tile.stone_slab2.purpur.name,block.minecraft.purpur_slab
tile.stone_slab2.prismarine.rough.name,block.minecraft.prismarine_slab
tile.stone_slab2.prismarine.dark.name,block.minecraft.dark_prismarine_slab
tile.stone_slab2.mossy_cobblestone.name,block.minecraft.mossy_cobblestone_slab
tile.stone_slab2.red_nether_brick.name,block.minecraft.red_nether_brick_slab
tile.stone_slab2.sandstone.smooth.name,block.minecraft.smooth_sandstone_slab
tile.stone_slab3.end_brick.name,block.minecraft.end_stone_brick_slab
tile.stone_slab3.red_sandstone.smooth.name,block.minecraft.smooth_red_sandstone_slab
tile.stone_slab3.andesite.smooth.name,block.minecraft.polished_andesite_slab
tile.stone_slab3.andesite.name,block.minecraft.andesite_slab
tile.stone_slab3.diorite.name,block.minecraft.diorite_slab
tile.stone_slab3.diorite.smooth.name,block.minecraft.polished_diorite_slab
tile.stone_slab3.granite.name,block.minecraft.granite_slab
tile.stone_slab3.granite.smooth.name,block.minecraft.polished_granite_slab
tile.stone_slab4.mossy_stone_brick.name,block.minecraft.mossy_stone_brick_slab
tile.stone_slab4.smooth_quartz.name,block.minecraft.smooth_quartz_slab
tile.stone_slab4.stone.name,block.minecraft.stone_slab
tile.stone_slab4.cut_sandstone.name,block.minecraft.cut_sandstone_slab
tile.stone_slab4.cut_red_sandstone.name,block.minecraft.cut_red_sandstone_slab
tile.coral_block.blue.name,block.minecraft.tube_coral_block
tile.coral_block.pink.name,block.minecraft.brain_coral_block
tile.coral_block.purple.name,block.minecraft.bubble_coral_block
tile.coral_block.red.name,block.minecraft.fire_coral_block
tile.coral_block.yellow.name,block.minecraft.horn_coral_block
tile.coral_block.blue_dead.name,block.minecraft.dead_tube_coral_block
tile.coral_block.pink_dead.name,block.minecraft.dead_brain_coral_block
tile.coral_block.purple_dead.name,block.minecraft.dead_bubble_coral_block
tile.coral_block.red_dead.name,block.minecraft.dead_fire_coral_block
tile.coral_block.yellow_dead.name,block.minecraft.dead_horn_coral_block
tile.tallgrass.fern.name,block.minecraft.fern
tile.tallgrass.grass.name,block.minecraft.grass
tile.tallgrass.name,block.minecraft.grass
tile.seagrass.seagrass.name,block.minecraft.seagrass
tile.sea_pickle.name,block.minecraft.sea_pickle
tile.coral.blue.name,block.minecraft.tube_coral
tile.coral.pink.name,block.minecraft.brain_coral
tile.coral.purple.name,block.minecraft.bubble_coral
tile.coral.red.name,block.minecraft.fire_coral
tile.coral.yellow.name,block.minecraft.horn_coral
tile.coral.blue_dead.name,block.minecraft.dead_tube_coral
tile.coral.pink_dead.name,block.minecraft.dead_brain_coral
tile.coral.purple_dead.name,block.minecraft.dead_bubble_coral
tile.coral.red_dead.name,block.minecraft.dead_fire_coral
tile.coral.yellow_dead.name,block.minecraft.dead_horn_coral
tile.coral_fan.blue_fan.name,block.minecraft.tube_coral_fan
tile.coral_fan.pink_fan.name,block.minecraft.brain_coral_fan
tile.coral_fan.purple_fan.name,block.minecraft.bubble_coral_fan
tile.coral_fan.red_fan.name,block.minecraft.fire_coral_fan
tile.coral_fan.yellow_fan.name,block.minecraft.horn_coral_fan
tile.coral_fan_dead.blue_fan.name,block.minecraft.dead_tube_coral_fan
tile.coral_fan_dead.pink_fan.name,block.minecraft.dead_brain_coral_fan
tile.coral_fan_dead.purple_fan.name,block.minecraft.dead_bubble_coral_fan
tile.coral_fan_dead.red_fan.name,block.minecraft.dead_fire_coral_fan
tile.coral_fan_dead.yellow_fan.name,block.minecraft.dead_horn_coral_fan
tile.glass_pane.name,block.minecraft.glass_pane
tile.tnt.name,block.minecraft.tnt
tile.torch.name,block.minecraft.torch
tile.trapdoor.name,block.minecraft.oak_trapdoor
tile.acacia_trapdoor.name,block.minecraft.acacia_trapdoor
tile.birch_trapdoor.name,block.minecraft.birch_trapdoor
tile.dark_oak_trapdoor.name,block.minecraft.dark_oak_trapdoor
tile.jungle_trapdoor.name,block.minecraft.jungle_trapdoor
tile.spruce_trapdoor.name,block.minecraft.spruce_trapdoor
tile.tripWire.name,block.minecraft.tripwire
tile.tripwire_hook.name,block.minecraft.tripwire_hook
tile.vine.name,block.minecraft.vine
tile.weeping_vines.name,block.minecraft.weeping_vines
tile.twisting_vines.name,block.minecraft.twisting_vines
tile.flowing_water.name,painting.minecraft.water.title
tile.water.name,painting.minecraft.water.title
tile.waterlily.name,block.minecraft.lily_pad
tile.web.name,block.minecraft.cobweb
tile.end_stone.name,block.minecraft.end_stone
tile.end_bricks.name,block.minecraft.end_stone_bricks
tile.planks.acacia.name,block.minecraft.acacia_planks
tile.planks.big_oak.name,block.minecraft.dark_oak_planks
tile.planks.birch.name,block.minecraft.birch_planks
tile.planks.jungle.name,block.minecraft.jungle_planks
tile.planks.oak.name,block.minecraft.oak_planks
tile.planks.spruce.name,block.minecraft.spruce_planks
tile.wooden_slab.acacia.name,block.minecraft.acacia_slab
tile.wooden_slab.big_oak.name,block.minecraft.dark_oak_slab
tile.wooden_slab.birch.name,block.minecraft.birch_slab
tile.wooden_slab.jungle.name,block.minecraft.jungle_slab
tile.wooden_slab.oak.name,block.minecraft.oak_slab
tile.wooden_slab.spruce.name,block.minecraft.spruce_slab
tile.carpet.black.name,block.minecraft.black_carpet
tile.carpet.blue.name,block.minecraft.blue_carpet
tile.carpet.brown.name,block.minecraft.brown_carpet
tile.carpet.cyan.name,block.minecraft.cyan_carpet
tile.carpet.gray.name,block.minecraft.gray_carpet
tile.carpet.green.name,block.minecraft.green_carpet
tile.carpet.lightBlue.name,block.minecraft.light_blue_carpet
tile.carpet.lime.name,block.minecraft.lime_carpet
tile.carpet.magenta.name,block.minecraft.magenta_carpet
tile.carpet.orange.name,block.minecraft.orange_carpet
tile.carpet.pink.name,block.minecraft.pink_carpet
tile.carpet.purple.name,block.minecraft.purple_carpet
tile.carpet.red.name,block.minecraft.red_carpet
tile.carpet.silver.name,block.minecraft.light_gray_carpet
tile.carpet.white.name,block.minecraft.white_carpet
tile.carpet.yellow.name,block.minecraft.yellow_carpet
tile.crafting_table.name,block.minecraft.crafting_table
tile.glazedTerracotta.white.name,block.minecraft.white_glazed_terracotta
tile.glazedTerracotta.orange.name,block.minecraft.orange_glazed_terracotta
tile.glazedTerracotta.magenta.name,block.minecraft.magenta_glazed_terracotta
tile.glazedTerracotta.light_blue.name,block.minecraft.light_blue_glazed_terracotta
tile.glazedTerracotta.yellow.name,block.minecraft.yellow_glazed_terracotta
tile.glazedTerracotta.lime.name,block.minecraft.lime_glazed_terracotta
tile.glazedTerracotta.pink.name,block.minecraft.pink_glazed_terracotta
tile.glazedTerracotta.gray.name,block.minecraft.gray_glazed_terracotta
tile.glazedTerracotta.silver.name,block.minecraft.light_gray_glazed_terracotta
tile.glazedTerracotta.cyan.name,block.minecraft.cyan_glazed_terracotta
tile.glazedTerracotta.purple.name,block.minecraft.purple_glazed_terracotta
tile.glazedTerracotta.blue.name,block.minecraft.blue_glazed_terracotta
tile.glazedTerracotta.brown.name,block.minecraft.brown_glazed_terracotta
tile.glazedTerracotta.green.name,block.minecraft.green_glazed_terracotta
tile.glazedTerracotta.red.name,block.minecraft.red_glazed_terracotta
tile.glazedTerracotta.black.name,block.minecraft.black_glazed_terracotta
tile.concrete.black.name,block.minecraft.black_concrete
tile.concrete.red.name,block.minecraft.red_concrete
tile.concrete.green.name,block.minecraft.green_concrete
tile.concrete.brown.name,block.minecraft.brown_concrete
tile.concrete.blue.name,block.minecraft.blue_concrete
tile.concrete.purple.name,block.minecraft.purple_concrete
tile.concrete.cyan.name,block.minecraft.cyan_concrete
tile.concrete.silver.name,block.minecraft.light_gray_concrete
tile.concrete.gray.name,block.minecraft.gray_concrete
tile.concrete.pink.name,block.minecraft.pink_concrete
tile.concrete.lime.name,block.minecraft.lime_concrete
tile.concrete.yellow.name,block.minecraft.yellow_concrete
tile.concrete.lightBlue.name,block.minecraft.light_blue_concrete
tile.concrete.magenta.name,block.minecraft.magenta_concrete
tile.concrete.orange.name,block.minecraft.orange_concrete
tile.concrete.white.name,block.minecraft.white_concrete
tile.glazedTerracottaWhite.name,block.minecraft.white_glazed_terracotta
tile.glazedTerracottaOrange.name,block.minecraft.orange_glazed_terracotta
tile.glazedTerracottaMagenta.name,block.minecraft.magenta_glazed_terracotta
tile.glazedTerracottaLightBlue.name,block.minecraft.light_blue_glazed_terracotta
tile.glazedTerracottaYellow.name,block.minecraft.yellow_glazed_terracotta
